ra,dec,source_type,z_spec,z_phot,mag_g,mag_r,mag_z,reference
19.5878 ,-48.3489 ,SER,-99,0.4525 ,20.7340 ,19.4538 ,18.6065 ,
19.5885 ,-13.5340 ,SER,-99,0.2462 ,19.5861 ,18.1718 ,17.4031 ,
19.6744 ,5.8701 ,DEV,0.6382,0.6384 ,22.0133 ,20.0452 ,18.5047 ,
19.8084 ,-16.9322 ,EXP,-99,0.2700 ,20.9422 ,20.3180 ,19.9088 ,
19.8841 ,-50.8659 ,SER,-99,0.6063 ,21.9815 ,20.3396 ,19.0430 ,
19.9746 ,13.5437 ,SER,-99,0.2775 ,20.2391 ,18.8293 ,18.0274 ,
20.1260 ,-27.3645 ,SER,-99,0.3000 ,19.3310 ,17.7866 ,16.9460 ,
20.1279 ,-51.1633 ,DEV,-99,0.7446 ,21.5501 ,20.2957 ,18.8628 ,
20.1923 ,-14.5888 ,REX,-99,0.6282 ,21.3823 ,20.4730 ,19.2249 ,
20.2373 ,-24.8663 ,SER,-99,0.6252 ,21.1078 ,19.9312 ,18.9273 ,
20.2812 ,-45.8502 ,DEV,-99,0.1994 ,19.0325 ,17.7470 ,16.9186 ,
20.3845 ,-31.1258 ,SER,-99,0.2963 ,19.1327 ,17.5705 ,16.7415 ,
20.4524 ,-18.1320 ,SER,-99,0.3175 ,19.9344 ,18.9984 ,18.2796 ,Stein et al.2022
20.4524 ,-18.1320 ,SER,-99,0.3175 ,19.9344 ,18.9984 ,18.2796 ,
20.4575 ,-60.9678 ,SER,-99,0.4417 ,20.4775 ,18.9482 ,17.9967 ,
20.4646 ,-9.8968 ,SER,-99,0.5136 ,20.9243 ,19.1874 ,18.0075 ,
20.6077 ,23.9173 ,SER,0.2348,0.2458 ,19.2210 ,17.7724 ,16.9620 ,
20.6130 ,16.2889 ,SER,-99,0.5389 ,21.3182 ,19.3078 ,17.9847 ,
20.7563 ,-24.6186 ,EXP,-99,0.4548 ,21.1823 ,20.3512 ,19.1162 ,
20.7598 ,-13.2227 ,DEV,-99,0.7199 ,22.6151 ,20.9468 ,19.3414 ,Huang et al. 2020
20.7858 ,-18.7298 ,SER,-99,0.5533 ,20.0447 ,18.1903 ,16.8947 ,
20.7960 ,30.9619 ,DEV,0.61896616,0.6301 ,21.6029 ,19.9068 ,18.4596 ,Huang et al. 2021
20.7986 ,-48.3568 ,DEV,-99,0.6478 ,22.6068 ,20.7968 ,19.3169 ,
20.8786 ,-12.6787 ,SER,-99,0.3067 ,19.1550 ,17.7475 ,16.9581 ,
21.0576 ,-58.9351 ,DEV,-99,0.8091 ,23.0165 ,21.2121 ,19.2696 ,
21.2646 ,-36.7664 ,DEV,-99,0.7015 ,22.5259 ,20.5687 ,18.9375 ,Jacobs et al.2019
21.3452 ,-48.5769 ,DEV,-99,0.6493 ,21.3981 ,20.1150 ,18.9383 ,
21.3483 ,-6.9439 ,SER,-99,0.5108 ,21.0903 ,19.7157 ,18.6660 ,
21.5140 ,-10.3682 ,SER,-99,0.2085 ,19.5349 ,18.2877 ,17.5501 ,Huang et al. 2021
21.6480 ,4.5265 ,SER,0.5337,0.5282 ,20.8226 ,19.0084 ,17.7793 ,
21.8329 ,-31.0458 ,SER,0.2885,0.2951 ,19.3238 ,17.7434 ,16.9177 ,
21.8366 ,22.6217 ,SER,0.4968,0.4973 ,20.5908 ,18.6570 ,17.4630 ,
22.0974 ,-23.7731 ,SER,-99,0.6363 ,21.1801 ,19.6718 ,18.2673 ,
22.0994 ,-56.8311 ,SER,-99,0.6225 ,20.8133 ,19.9708 ,19.3407 ,
22.1824 ,-2.3703 ,REX,-99,0.1301 ,18.4386 ,17.7549 ,17.2329 ,
22.2514 ,-30.5548 ,DEV,-99,0.5645 ,20.5497 ,19.7524 ,18.4071 ,Stein et al.2022
22.2514 ,-30.5548 ,DEV,-99,0.5645 ,20.5497 ,19.7524 ,18.4071 ,
22.3389 ,0.6547 ,SER,-99,0.7365 ,23.2099 ,21.5230 ,19.9277 ,HOLISMOKES13 DECaLS
22.3389 ,0.6547 ,SER,-99,0.7365 ,23.2099 ,21.5230 ,19.9277 ,Huang et al. 2020
22.4196 ,-24.3624 ,SER,-99,0.4815 ,21.4651 ,19.7886 ,18.6594 ,
22.4625 ,-10.9601 ,SER,-99,0.6926 ,22.6942 ,20.7797 ,19.1573 ,
22.4885 ,4.4133 ,REX,0.6142,0.6927 ,22.9162 ,21.0742 ,19.4959 ,
22.5009 ,-29.2679 ,SER,-99,0.8709 ,21.3931 ,20.7544 ,19.5971 ,Stein et al.2022
22.5121 ,-37.7494 ,SER,-99,0.6036 ,20.7228 ,18.8097 ,17.3679 ,Storfer et al. 2022
22.6104 ,-15.3370 ,SER,-99,0.5850 ,21.1984 ,19.4346 ,18.1191 ,Storfer et al. 2022
22.6104 ,-15.3370 ,SER,-99,0.5850 ,21.1984 ,19.4346 ,18.1191 ,Huang et al. 2020
22.7006 ,-42.4854 ,SER,-99,0.2117 ,18.6621 ,17.6201 ,16.9501 ,
22.8103 ,-26.7992 ,SER,-99,0.2931 ,19.6723 ,18.3670 ,17.6265 ,
23.3726 ,-41.8503 ,SER,-99,0.6554 ,21.7324 ,20.1134 ,18.7240 ,
23.4793 ,-10.9612 ,DEV,-99,0.8509 ,22.6862 ,20.9305 ,18.9796 ,
23.6322 ,-14.4272 ,SER,-99,0.1563 ,20.8133 ,20.0726 ,18.4942 ,
23.9283 ,-20.5599 ,DEV,-99,0.6111 ,20.7587 ,19.0571 ,17.6701 ,Jacobs et al.2019
24.1141 ,-6.6125 ,EXP,-99,0.5691 ,21.2894 ,20.1813 ,19.1371 ,Stein et al.2022
24.1759 ,-12.2872 ,SER,-99,0.4479 ,20.9158 ,19.1762 ,18.1768 ,Huang et al. 2021
24.1877 ,-30.8780 ,SER,-99,0.6442 ,21.7411 ,20.7889 ,19.8688 ,
24.4002 ,-27.1526 ,SER,-99,0.2670 ,20.2306 ,18.9796 ,18.2724 ,Huang et al. 2021
24.4641 ,-45.9064 ,DEV,-99,0.6554 ,22.9232 ,21.1048 ,19.5881 ,
24.5200 ,-24.6319 ,DEV,-99,0.7213 ,21.1726 ,20.1561 ,18.9149 ,
24.5229 ,-10.2840 ,REX,-99,0.6016 ,22.5857 ,20.8128 ,19.4925 ,
24.7594 ,-20.7683 ,REX,-99,0.6142 ,21.4286 ,20.3694 ,19.3673 ,
24.9740 ,-63.8678 ,SER,-99,0.4827 ,21.4025 ,19.5738 ,18.4745 ,
25.1416 ,-55.0038 ,REX,-99,0.8238 ,22.0555 ,21.0855 ,19.6289 ,Stein et al.2022
25.2755 ,-17.2232 ,DEV,-99,0.6155 ,21.4449 ,19.7466 ,18.3516 ,Huang et al. 2020
25.3093 ,4.5443 ,SER,-99,0.6102 ,20.9755 ,19.9175 ,19.0726 ,
25.4599 ,-14.3095 ,SER,-99,0.3676 ,20.4608 ,19.1061 ,18.3431 ,
25.6371 ,-57.9250 ,SER,-99,0.7289 ,22.3980 ,20.2482 ,18.5330 ,
25.6521 ,2.9063 ,SER,-99,0.4485 ,21.3363 ,20.3116 ,19.5491 ,
25.7677 ,6.4735 ,SER,0.5087,0.5132 ,20.8646 ,18.9267 ,17.7161 ,
25.8056 ,-32.0032 ,SER,-99,0.3372 ,19.1341 ,17.6584 ,16.6880 ,
25.8061 ,-24.4820 ,SER,-99,0.4792 ,21.2654 ,19.7131 ,18.3565 ,
25.8361 ,-10.0680 ,SER,0.24223843,0.2072 ,19.6498 ,18.4911 ,17.7896 ,Huang et al. 2020
25.8527 ,-46.8690 ,SER,-99,0.7543 ,21.4249 ,20.5358 ,19.5127 ,
25.9952 ,12.9370 ,SER,-99,0.4600 ,20.5885 ,18.6722 ,17.5938 ,Huang et al. 2021
26.0263 ,-6.7450 ,SER,0.5811,0.5811 ,20.5156 ,19.2305 ,18.2017 ,
26.0360 ,-32.0932 ,EXP,-99,0.7927 ,23.0942 ,21.5550 ,19.8920 ,Stein et al.2022
26.0386 ,-14.5170 ,DEV,-99,0.7002 ,21.1145 ,19.9059 ,18.5874 ,Stein et al.2022
26.1307 ,-31.2130 ,SER,-99,0.2051 ,19.9891 ,18.8035 ,18.1370 ,
26.1390 ,-11.7026 ,DEV,-99,0.6669 ,22.8435 ,21.1205 ,19.6695 ,Huang et al. 2020
26.1543 ,7.2666 ,SER,0.6866247,0.6841 ,21.9338 ,20.0123 ,18.3948 ,Stein et al.2022
26.1543 ,7.2666 ,SER,0.6866,0.6841 ,21.9338 ,20.0123 ,18.3948 ,
26.1684 ,-22.2294 ,SER,-99,0.2773 ,18.3296 ,16.7756 ,15.9679 ,
26.2020 ,26.1353 ,SER,-99,0.0346 ,17.8545 ,17.4109 ,17.1392 ,
26.3760 ,-11.0295 ,EXP,-99,0.6826 ,21.3830 ,20.2316 ,19.1492 ,Stein et al.2022
26.4848 ,4.0413 ,SER,-99,0.7800 ,22.3402 ,20.6550 ,18.8722 ,Huang et al. 2020
26.5139 ,-59.4445 ,REX,-99,0.4555 ,21.3503 ,19.4815 ,18.2613 ,
26.6165 ,-33.7737 ,EXP,-99,0.8045 ,21.6990 ,20.8416 ,19.6838 ,
26.6835 ,-2.7242 ,SER,-99,0.4364 ,21.8353 ,20.5618 ,19.7888 ,
26.7334 ,-9.4979 ,SER,0.446872,0.4390 ,19.2332 ,17.3653 ,16.3471 ,The Master Lens Database
26.8786 ,-45.1263 ,SER,-99,0.6136 ,21.1848 ,19.6904 ,18.4167 ,Stein et al.2022
26.9327 ,-17.4894 ,SER,-99,0.4399 ,20.9072 ,19.0641 ,18.0633 ,
27.1563 ,22.5394 ,SER,0.4721,0.4588 ,19.5766 ,17.6754 ,16.5456 ,
27.1631 ,-44.4321 ,SER,-99,0.7641 ,22.4157 ,20.7483 ,18.9027 ,Stein et al.2022
27.1631 ,-44.4321 ,SER,-99,0.7641 ,22.4157 ,20.7483 ,18.9027 ,
27.2323 ,20.0855 ,SER,0.2649,0.2860 ,19.3378 ,17.7503 ,16.8864 ,
27.3759 ,-45.8398 ,DEV,-99,0.4047 ,19.9003 ,18.3103 ,17.4648 ,
27.4112 ,13.7805 ,SER,0.3831,0.3613 ,20.4548 ,18.7517 ,17.8285 ,
27.5860 ,-13.2907 ,SER,-99,0.7521 ,21.1449 ,20.3509 ,19.3751 ,
27.5987 ,-31.7110 ,SER,-99,0.5434 ,20.0585 ,18.8705 ,17.8149 ,Stein et al.2022
27.5987 ,-31.7110 ,SER,-99,0.5434 ,20.0585 ,18.8705 ,17.8149 ,
27.6039 ,-41.1923 ,SER,-99,0.6877 ,21.6600 ,20.4219 ,19.2109 ,Stein et al.2022
28.0407 ,-40.9781 ,SER,-99,0.6664 ,20.8570 ,18.9201 ,17.3375 ,
28.2105 ,-39.3888 ,SER,-99,0.4699 ,20.9334 ,20.1207 ,19.4188 ,
28.3927 ,1.6365 ,SER,0.7006,0.6680 ,20.7636 ,19.5095 ,18.2148 ,
28.4044 ,32.1137 ,SER,0.3684,0.3799 ,19.7001 ,17.8400 ,16.8936 ,
28.4748 ,-32.5996 ,DEV,-99,0.6541 ,22.0301 ,20.1340 ,18.6341 ,
28.5763 ,-7.6342 ,DEV,-99,0.6226 ,23.0507 ,21.2281 ,19.8213 ,
28.6357 ,31.1044 ,SER,-99,0.3618 ,20.6800 ,19.1548 ,18.2571 ,
28.6960 ,-37.6719 ,REX,-99,0.4462 ,20.4784 ,19.3903 ,18.6881 ,
28.7121 ,26.4275 ,EXP,-99,0.1360 ,20.6597 ,20.1553 ,19.7917 ,
28.7845 ,-25.8463 ,SER,-99,0.5432 ,21.5255 ,19.6327 ,18.3856 ,Huang et al. 2021
28.8219 ,-35.1830 ,EXP,-99,0.7662 ,22.3737 ,21.1433 ,19.6414 ,
28.8233 ,-64.5816 ,SER,-99,0.4519 ,21.2748 ,20.5487 ,19.9435 ,
28.8262 ,-21.4814 ,SER,-99,0.2708 ,18.9453 ,17.4489 ,16.6838 ,
28.8318 ,-48.5765 ,SER,-99,0.6717 ,21.2298 ,20.8174 ,19.8794 ,Stein et al.2022
28.9082 ,-26.0768 ,SER,-99,0.2983 ,20.9275 ,19.7975 ,18.2474 ,
28.9638 ,-7.7376 ,SER,0.5908,0.6015 ,22.1531 ,20.3346 ,18.9531 ,
28.9727 ,-23.7686 ,SER,-99,0.1571 ,20.3419 ,19.9364 ,19.7855 ,
29.0400 ,-10.4926 ,SER,-99,0.6603 ,21.9971 ,20.5119 ,19.1518 ,Huang et al. 2020
29.1784 ,20.8688 ,DEV,-99,0.6516 ,23.4512 ,21.3882 ,19.8452 ,
29.2958 ,-61.4288 ,DEV,-99,0.8295 ,21.7016 ,20.8954 ,19.4574 ,
29.3004 ,28.3745 ,DEV,0.6651,0.7306 ,23.0775 ,21.2579 ,19.5740 ,
29.3247 ,-27.5342 ,SER,-99,0.1570 ,18.8209 ,17.7340 ,17.0322 ,
29.3812 ,-3.5160 ,DEV,0.6211866,0.7325 ,22.0546 ,20.8865 ,19.5385 ,SuGOHI1 SuGOHI10 HOLISMOKES8 HOLISMOKES6+13
29.4173 ,-37.4455 ,SER,-99,0.7537 ,21.0812 ,20.2100 ,18.9163 ,
29.4457 ,-25.2386 ,SER,-99,0.4155 ,21.2572 ,19.7015 ,18.7435 ,
29.4599 ,-0.6385 ,DEV,0.5197161,0.5294 ,20.8710 ,19.4447 ,18.4012 ,SuGOHI2
29.4992 ,5.4364 ,DEV,-99,0.3755 ,19.9252 ,18.9248 ,18.1229 ,
29.5103 ,-8.5333 ,SER,-99,0.1795 ,18.9162 ,17.7476 ,17.0020 ,
29.5179 ,-22.4846 ,DEV,-99,0.2443 ,18.8165 ,17.5606 ,16.8544 ,
29.5569 ,-11.2721 ,DEV,-99,0.4203 ,21.6077 ,19.8512 ,19.0054 ,Huang et al. 2021
29.5591 ,27.0668 ,DEV,-99,0.6935 ,23.0896 ,21.3711 ,19.7903 ,Stein et al.2022
29.5863 ,-15.5573 ,SER,-99,0.6892 ,21.1180 ,20.2552 ,19.3603 ,
29.7076 ,-34.2272 ,SER,-99,0.5009 ,20.5589 ,19.4864 ,18.6939 ,
29.7202 ,0.3009 ,SER,0.362,0.3835 ,20.3397 ,18.6311 ,17.7085 ,
29.7403 ,-23.3898 ,REX,-99,0.7573 ,21.1091 ,20.2171 ,19.0767 ,
29.8724 ,-56.5880 ,SER,-99,0.1940 ,18.8167 ,17.5567 ,16.7482 ,
29.9198 ,-24.0197 ,REX,-99,0.7874 ,20.9223 ,20.2367 ,19.0517 ,Huang et al. 2021
29.9198 ,-24.0197 ,REX,-99,0.7874 ,20.9223 ,20.2367 ,19.0517 ,Jacobs et al.2019
30.0498 ,-34.9351 ,DEV,-99,0.6559 ,22.5090 ,20.8311 ,19.3810 ,
30.1018 ,-10.7692 ,SER,-99,0.2304 ,19.3952 ,18.2328 ,17.5050 ,Huang et al. 2021
30.1280 ,-3.3751 ,SER,-99,0.1827 ,18.5072 ,17.4329 ,16.7294 ,
30.3392 ,32.4750 ,SER,0.3957,0.3317 ,20.6585 ,18.9964 ,17.9497 ,
30.3565 ,-42.6090 ,SER,-99,0.6877 ,22.6216 ,20.7826 ,19.2309 ,Storfer et al. 2022
30.3565 ,-42.6090 ,SER,-99,0.6877 ,22.6216 ,20.7826 ,19.2309 ,Jacobs et al.2019
30.4216 ,-34.2384 ,SER,-99,0.3497 ,20.0746 ,18.4160 ,17.5066 ,
30.4360 ,-27.6618 ,SER,-99,0.8232 ,22.3787 ,21.2576 ,19.5320 ,Huang et al. 2021
30.4465 ,6.6551 ,SER,-99,0.2303 ,21.4181 ,20.5350 ,18.5243 ,
30.4560 ,8.2627 ,EXP,-99,0.0793 ,19.9966 ,19.6961 ,19.4782 ,
30.4758 ,-45.3282 ,REX,-99,0.8751 ,21.3920 ,20.7561 ,19.7083 ,
30.5426 ,-11.1512 ,SER,-99,0.4428 ,22.2909 ,20.4862 ,19.4895 ,
30.6376 ,-36.1256 ,REX,-99,0.6511 ,21.1638 ,20.1019 ,19.0902 ,Stein et al.2022
30.8236 ,-35.5156 ,SER,-99,0.6078 ,21.8858 ,20.1433 ,18.7732 ,Stein et al.2022
30.8236 ,-35.5156 ,SER,-99,0.6078 ,21.8858 ,20.1433 ,18.7732 ,
30.8268 ,-12.9522 ,SER,-99,0.6407 ,22.8812 ,21.2481 ,19.8703 ,
30.8381 ,15.2051 ,SER,-99,0.0665 ,18.1905 ,17.7059 ,17.4214 ,
30.8460 ,-7.7256 ,SER,0.5378,0.5408 ,21.9225 ,20.0895 ,18.8864 ,
30.8680 ,8.0600 ,DEV,-99,0.6278 ,23.1510 ,21.2719 ,19.8733 ,
31.0262 ,-2.9054 ,SER,0.2371,0.2546 ,19.0799 ,17.7284 ,16.9001 ,
31.0334 ,-6.0833 ,DEV,-99,0.6995 ,23.0344 ,21.1053 ,19.5013 ,
31.0892 ,31.5296 ,SER,-99,0.3254 ,20.6199 ,19.1921 ,18.2764 ,Stein et al.2022
31.2008 ,-46.9320 ,SER,-99,0.2455 ,18.8417 ,17.6295 ,16.8908 ,
31.2392 ,-41.8455 ,SER,-99,0.2492 ,18.8071 ,17.4395 ,16.7015 ,
31.3208 ,-1.3890 ,REX,-99,0.6892 ,20.9745 ,20.1736 ,19.0387 ,Huang et al. 2021
31.3208 ,-1.3890 ,REX,-99,0.6892 ,20.9745 ,20.1736 ,19.0387 ,Jacobs et al.2019
31.5475 ,-37.4941 ,SER,-99,0.5054 ,21.0705 ,19.1991 ,18.0301 ,Stein et al.2022
31.5562 ,-1.2382 ,SER,-99,0.7747 ,20.7049 ,19.9877 ,18.7925 ,Storfer et al. 2022
31.6519 ,-28.0092 ,REX,-99,0.1731 ,18.8561 ,17.5851 ,16.7710 ,
31.6626 ,-17.9579 ,SER,-99,0.3460 ,19.3231 ,17.6094 ,16.7241 ,
31.6648 ,-7.9674 ,DEV,-99,0.8637 ,24.1339 ,21.9724 ,19.9228 ,
31.6715 ,-2.0052 ,DEV,-99,0.6888 ,20.3797 ,19.6350 ,18.3423 ,Huang et al. 2021
31.6926 ,-36.4939 ,SER,-99,0.2608 ,20.7131 ,19.8036 ,19.1026 ,
31.7778 ,-27.4457 ,SER,-99,0.3346 ,18.6588 ,17.0594 ,16.1738 ,Huang et al. 2021
32.0264 ,-11.3357 ,SER,-99,0.4050 ,20.4385 ,19.1399 ,18.3174 ,
32.0406 ,-4.6977 ,DEV,0.71813005,0.7030 ,22.5788 ,20.6827 ,19.0561 ,Stein et al.2022
32.4929 ,0.7432 ,SER,0.3018,0.2757 ,19.7950 ,18.3016 ,17.4009 ,
32.5038 ,-44.9585 ,SER,-99,0.5255 ,20.8481 ,20.0595 ,19.5258 ,
32.7408 ,30.7377 ,DEV,-99,0.2769 ,24.0219 ,21.2437 ,19.7154 ,
32.9493 ,16.2955 ,SER,-99,0.3453 ,21.8838 ,20.4895 ,18.7909 ,
32.9601 ,-27.4576 ,REX,-99,0.7043 ,20.9641 ,20.1192 ,19.1508 ,
32.9976 ,-59.9403 ,SER,-99,0.2064 ,18.9872 ,17.9140 ,17.1955 ,Stein et al.2022
32.9976 ,-59.9403 ,SER,-99,0.2064 ,18.9872 ,17.9140 ,17.1955 ,
33.0009 ,-59.9385 ,DEV,-99,0.8323 ,21.2229 ,20.5733 ,19.7178 ,
33.0640 ,-33.5297 ,SER,0.5886,0.5834 ,20.9522 ,19.3832 ,18.0758 ,
33.0929 ,-61.9974 ,SER,-99,0.6503 ,21.2906 ,20.4532 ,19.6673 ,
33.1051 ,-8.8697 ,DEV,0.7592573,0.7283 ,21.7318 ,20.2822 ,18.6396 ,Jacobs et al.2019
33.1146 ,-43.3181 ,SER,-99,0.2754 ,20.5458 ,19.3255 ,18.6055 ,
33.1253 ,1.8769 ,SER,-99,0.4897 ,21.2210 ,19.8130 ,18.8303 ,
33.1660 ,-35.1505 ,DEV,-99,0.6862 ,22.4110 ,20.4436 ,18.8523 ,Stein et al.2022
33.1660 ,-35.1505 ,DEV,-99,0.6862 ,22.4110 ,20.4436 ,18.8523 ,
33.2882 ,-13.9883 ,REX,-99,0.4274 ,22.3722 ,20.7106 ,19.7861 ,
33.4407 ,8.0076 ,SER,-99,0.2283 ,18.8271 ,17.4402 ,16.6250 ,
33.4607 ,6.0836 ,SER,0.2507,0.2352 ,18.8682 ,17.4686 ,16.6639 ,
33.4735 ,-1.9370 ,SER,-99,0.3013 ,20.5399 ,19.1939 ,18.3469 ,
33.4978 ,-21.2827 ,SER,-99,0.3373 ,20.2393 ,18.5585 ,17.6958 ,
33.5130 ,-13.2876 ,SER,-99,0.6683 ,21.8685 ,20.1947 ,18.7282 ,Jacobs et al.2019
33.7522 ,-36.1543 ,DEV,-99,0.7636 ,23.7961 ,20.9917 ,19.2355 ,
33.7682 ,-28.7119 ,SER,-99,0.6696 ,22.5811 ,20.6903 ,19.2304 ,
33.8607 ,-14.8844 ,SER,-99,0.2289 ,18.8168 ,17.4525 ,16.6932 ,
33.8820 ,1.6872 ,SER,-99,0.1766 ,18.5613 ,17.5636 ,16.9044 ,
33.9010 ,-54.7059 ,SER,-99,0.8214 ,22.5142 ,20.4200 ,18.4796 ,
34.0145 ,-18.9568 ,SER,-99,0.5914 ,20.7370 ,18.9349 ,17.5565 ,
34.0411 ,-17.3858 ,SER,-99,0.3681 ,19.5276 ,17.7119 ,16.7960 ,
34.1405 ,-26.0674 ,SER,-99,0.4352 ,20.8750 ,19.1280 ,18.0660 ,
34.4601 ,-9.6289 ,SER,0.0501,0.0259 ,17.9066 ,17.4837 ,17.2288 ,
34.5199 ,27.5106 ,DEV,-99,0.5461 ,21.8748 ,19.8766 ,18.5596 ,
34.7973 ,-39.8245 ,REX,-99,0.1349 ,19.9318 ,19.5785 ,18.8936 ,
34.8554 ,5.6438 ,DEV,-99,0.8184 ,22.5664 ,21.2930 ,19.2969 ,Huang et al. 2021
35.0539 ,-12.5080 ,SER,-99,0.2209 ,18.7820 ,17.5632 ,16.8508 ,
35.1796 ,-10.8712 ,SER,-99,0.6810 ,21.6907 ,20.3221 ,18.8002 ,The Master Lens Database
35.1902 ,-1.4189 ,SER,-99,0.6156 ,20.7360 ,20.0314 ,19.2572 ,Stein et al.2022
35.2583 ,-14.0897 ,DEV,-99,0.5558 ,22.7899 ,20.8996 ,19.6083 ,
35.3672 ,19.5350 ,SER,-99,0.2094 ,19.5791 ,18.0618 ,16.9570 ,
35.4188 ,-46.8757 ,SER,-99,0.2690 ,19.9355 ,19.2205 ,18.6195 ,
35.4391 ,-16.1155 ,REX,-99,0.8374 ,22.0625 ,21.2776 ,19.6804 ,
35.4511 ,-64.4453 ,SER,-99,0.3303 ,21.1640 ,20.5020 ,19.9927 ,Stein et al.2022
35.4532 ,-64.4451 ,DEV,-99,0.3771 ,21.3511 ,19.5849 ,18.7053 ,
35.5268 ,16.7916 ,DEV,-99,0.5208 ,21.4989 ,19.6012 ,18.3257 ,
35.5455 ,5.1584 ,DEV,-99,0.6556 ,22.8460 ,21.0012 ,19.4840 ,
35.5497 ,-50.5232 ,DEV,-99,0.6487 ,22.3381 ,20.6012 ,19.2138 ,Diehl et al. 2017
35.5531 ,-30.0091 ,DEV,-99,0.8288 ,22.0650 ,21.2112 ,19.6770 ,
35.5831 ,-64.6716 ,REX,-99,0.2551 ,18.8861 ,17.5679 ,16.7532 ,
35.5934 ,-2.3698 ,DEV,-99,0.8641 ,22.7116 ,21.6450 ,19.5683 ,Storfer et al. 2022
35.6166 ,-30.9810 ,EXP,-99,0.9459 ,21.9488 ,21.2552 ,19.9641 ,
35.6939 ,23.0161 ,DEV,-99,0.7903 ,23.3688 ,21.3647 ,19.4298 ,
35.7066 ,-34.4901 ,DEV,-99,0.6305 ,22.2302 ,20.8544 ,19.6828 ,Stein et al.2022
35.7330 ,-24.2891 ,SER,-99,0.5163 ,20.9476 ,19.0645 ,17.8536 ,
35.9807 ,5.6912 ,SER,-99,0.3478 ,20.8901 ,19.9850 ,18.5258 ,
36.0483 ,-0.3682 ,REX,-99,0.3394 ,21.0913 ,20.0974 ,19.3961 ,
36.0677 ,-16.3767 ,DEV,-99,0.6368 ,21.5461 ,19.8956 ,18.4693 ,Huang et al. 2020
36.3518 ,8.3196 ,SER,-99,0.1224 ,18.7486 ,17.6922 ,16.9366 ,
36.3533 ,-42.0156 ,SER,-99,0.2329 ,17.5510 ,16.1991 ,15.4608 ,
36.3834 ,-4.8500 ,REX,-99,0.6495 ,20.9859 ,19.9605 ,19.0247 ,Huang et al. 2021
36.4902 ,-4.9797 ,SER,0.1428,0.1492 ,18.4800 ,17.4074 ,16.7092 ,
36.6222 ,-55.5358 ,SER,-99,0.3028 ,21.2903 ,20.3304 ,19.1543 ,
36.6796 ,16.1597 ,SER,-99,0.2849 ,21.9984 ,21.1661 ,19.1817 ,
36.9554 ,-27.8666 ,DEV,-99,0.6202 ,23.2240 ,21.3462 ,19.9521 ,
36.9793 ,0.7565 ,SER,0.6462,0.6047 ,20.6926 ,19.7393 ,18.8447 ,
37.0378 ,-12.8812 ,SER,-99,0.4634 ,20.7836 ,19.4356 ,18.3543 ,Huang et al. 2020
37.2442 ,-17.2723 ,REX,-99,0.8362 ,21.3822 ,20.6820 ,19.3996 ,Huang et al. 2021
37.2950 ,-17.2695 ,DEV,-99,0.9247 ,23.4088 ,21.6287 ,19.6932 ,
37.4357 ,-19.4047 ,REX,-99,0.5641 ,21.1019 ,19.9478 ,19.1342 ,
37.4837 ,-31.1730 ,DEV,-99,0.4548 ,22.2708 ,20.5121 ,19.4136 ,Huang et al. 2021
37.5190 ,2.6855 ,REX,0.5187,0.5311 ,20.7048 ,19.3795 ,18.4342 ,
37.5201 ,-33.2401 ,REX,-99,0.7014 ,21.7008 ,20.6115 ,19.4133 ,
37.5293 ,-20.4210 ,DEV,-99,0.9216 ,22.1742 ,21.2515 ,19.5153 ,
37.5699 ,-31.3669 ,SER,-99,0.5530 ,21.1036 ,19.7720 ,18.7279 ,Storfer et al. 2022
37.5699 ,-31.3669 ,SER,-99,0.5530 ,21.1036 ,19.7720 ,18.7279 ,Jacobs et al.2019
37.7027 ,-27.0416 ,SER,-99,0.3874 ,20.0580 ,18.4213 ,17.5075 ,
37.7325 ,-15.5431 ,SER,-99,0.6148 ,21.7826 ,19.9760 ,18.5560 ,
37.7850 ,1.9184 ,SER,-99,0.6449 ,23.2463 ,21.4300 ,19.9940 ,
37.8241 ,1.8720 ,SER,-99,0.6802 ,22.3243 ,20.5021 ,18.9373 ,
37.9118 ,-35.7520 ,SER,-99,0.3322 ,19.6890 ,18.0624 ,17.2064 ,
37.9592 ,6.3626 ,SER,-99,0.2494 ,20.3453 ,19.0177 ,18.2336 ,
38.0264 ,-35.4899 ,REX,-99,0.6103 ,21.2899 ,19.9882 ,18.8997 ,Huang et al. 2021
38.0464 ,17.7918 ,EXP,-99,0.6793 ,21.6639 ,20.3022 ,18.7897 ,
38.0829 ,-12.5985 ,SER,-99,0.2135 ,19.8463 ,19.2356 ,18.8357 ,
38.1887 ,15.5584 ,SER,-99,0.1875 ,19.0358 ,17.6556 ,16.7560 ,
38.2078 ,-3.3906 ,SER,-99,0.4286 ,19.9022 ,18.1271 ,17.1454 ,Huang et al. 2020
38.2493 ,5.9986 ,DEV,-99,0.4948 ,21.9171 ,20.0162 ,18.8423 ,
38.4885 ,6.7115 ,SER,-99,0.5972 ,21.3464 ,19.5684 ,18.1440 ,Stein et al.2022
38.5356 ,-14.8371 ,EXP,-99,0.6705 ,21.2685 ,20.2720 ,19.1930 ,
38.5978 ,-21.0307 ,SER,-99,0.2052 ,18.9752 ,17.7315 ,16.9972 ,
38.6337 ,-39.9325 ,DEV,-99,0.5930 ,20.5530 ,19.7343 ,18.4272 ,
